MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,VARIANCE_CATEGORY,REVENUE_BUCKET,GM_PERCENT
Oct-2023,Hyderabad,Warren-Mcknight,Active,South,12889,4970383.63,1046519.49,4016828.98,1216871.89,2746165.4,1423692.85,2.263964,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,68.36650038309571
Nov-2023,Hyderabad,Warren-Mcknight,Active,South,8645,3881067.32,846425.89,3150284.88,966366.12,2077690.6,718776.22,1.441401,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,65.95246713052822
Dec-2023,Hyderabad,Warren-Mcknight,Active,South,11999,4478058.94,1263046.51,3296325.02,1241436.47,1990783.58,644219.75,2.149284,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,60.39403177542244
Jan-2024,Hyderabad,Warren-Mcknight,Active,South,12892,5965907.53,1622270.51,4412067.57,1508156.01,2764724.04,1466838.18,1.819761,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,62.66277649052414
Feb-2024,Hyderabad,Warren-Mcknight,Active,South,10688,5139140.29,948660.61,4224936.06,2073123.77,2076159.03,740577.99,1.066571,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,49.1406023787257
Mar-2024,Hyderabad,Warren-Mcknight,Active,South,14568,5482262.02,1059120.85,4484270.0,1625728.69,2749274.91,1405854.78,1.487308,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,61.30930809251004
Oct-2023,Mumbai,"Webb, Brown and Reeves",Active,West,8073,3928345.81,1034557.84,2970560.6,1337632.96,1493927.89,171422.87,1.345281,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,50.291109698283876
Nov-2023,Mumbai,"Webb, Brown and Reeves",Active,West,7616,3357576.66,877446.51,2524600.13,749919.05,1632577.64,509369.31,2.536445,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,64.66678111119325
Dec-2023,Mumbai,"Webb, Brown and Reeves",Active,West,11064,4398084.64,911178.68,3603675.78,1628916.22,1841262.15,452100.82,2.875575,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,51.09400130330259
Jan-2024,Mumbai,"Webb, Brown and Reeves",Active,West,7735,3296912.58,775605.57,2635672.58,1014482.66,1551703.01,243840.87,2.142514,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,58.87313248901349
Feb-2024,Mumbai,"Webb, Brown and Reeves",Active,West,10717,4949150.34,1117519.62,3930881.09,1800614.5,2005235.35,603444.51,2.0512639999999998,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,51.01236349024234
Mar-2024,Mumbai,"Webb, Brown and Reeves",Active,West,10279,4935136.83,778157.37,4288781.98,1553671.73,2588566.29,1232676.9,1.7255099999999999,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,60.35667707221619
Oct-2023,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,12515,4374932.56,815998.62,3663291.35,1728626.54,1825132.86,333253.52,1.092898,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,49.82221411354573
Nov-2023,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,10463,4605262.45,1077968.55,3624127.32,1229349.87,2248473.37,804355.03,1.612319,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,62.041787483338204
Dec-2023,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,11937,5836498.39,973882.25,4982289.91,2218040.78,2678782.05,1280106.55,2.668477,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,Above 45L,53.76608142820818
Jan-2024,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,8217,2841966.53,604671.28,2298425.58,921695.52,1240718.02,-85612.66,2.353338,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,15L-25L,53.98121352269322
Feb-2024,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,10073,4104458.21,1052861.8,3170191.81,1505199.57,1607432.65,173141.16,1.649773,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,50.70458654676797
Mar-2024,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,9047,3496932.97,704207.21,2937839.89,1168980.94,1636193.97,216690.08,1.7797900000000002,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,55.69377608253525
Oct-2023,Ahmedabad,Kidd-Carter,Inactive,West,13804,4408699.88,817307.4,3634262.62,1386475.08,2105439.94,697896.55,2.26999,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,35L-45L,57.93307089073271
Nov-2023,Ahmedabad,Kidd-Carter,Inactive,West,9151,4406461.43,1133800.57,3409465.73,1435843.86,1841913.83,489534.78,2.364401,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,54.02353259611734
Dec-2023,Ahmedabad,Kidd-Carter,Inactive,West,7825,2997284.31,732244.5,2324915.53,1001477.83,1213987.86,-314040.84,1.689346,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,15L-25L,52.21642869751918
Jan-2024,Ahmedabad,Kidd-Carter,Inactive,West,9703,4395788.14,903138.45,3592142.45,1371383.05,2153018.16,786133.2,2.892764,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,59.936881400680534
Feb-2024,Ahmedabad,Kidd-Carter,Inactive,West,11852,5107079.59,960917.1,4256080.37,1313966.19,2876646.65,1445007.08,1.345172,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,67.58910546606994
Mar-2024,Ahmedabad,Kidd-Carter,Inactive,West,10604,3441690.53,1014723.14,2495387.06,884554.74,1474022.51,194577.68,1.998761,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,15L-25L,59.06989475211913
Oct-2023,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,12043,5334379.9,1217354.63,4198997.81,1817058.97,2305947.19,916994.35,2.6934009999999997,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,54.91660854188443
Nov-2023,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,12249,5168761.78,1164646.12,4087339.35,1316914.21,2661614.13,1186906.2,1.9691759999999998,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,65.1185013546771
Dec-2023,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,14557,5451374.35,1463621.81,4112601.7,1977978.84,2081536.05,887835.14,1.7015060000000002,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,35L-45L,50.61360671032159
Jan-2024,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,12099,3798205.96,884717.67,2998183.17,1206882.98,1696655.66,391537.33,1.034991,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,56.58945980942185
Feb-2024,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,8350,3293568.49,688485.53,2694956.87,1049158.87,1543055.22,307867.18,1.310867,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,25L-35L,57.25713970331554
Mar-2024,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,10313,4174520.22,1006886.91,3247562.08,1009875.76,2114590.15,730110.2,1.873445,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,65.11315558900725
Oct-2023,Pune,Mcknight-Allison,Inactive,East,11367,4792145.46,993730.7,3812314.69,1306532.26,2434297.83,1133967.54,1.511907,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,63.853538544059695
Nov-2023,Pune,Mcknight-Allison,Inactive,East,11418,5488209.37,1221114.14,4340870.47,1790335.4,2490937.5,1075914.99,1.060967,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,57.383363940827294
Dec-2023,Pune,Mcknight-Allison,Inactive,East,9910,4102006.87,923795.7,3273827.96,965721.47,2174563.69,709540.65,1.342283,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,66.42266229530277
Jan-2024,Pune,Mcknight-Allison,Inactive,East,8478,4121123.28,1005328.1,3175813.28,1266525.61,1787533.98,437995.14,2.9472150000000004,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,56.28586514380972
Feb-2024,Pune,Mcknight-Allison,Inactive,East,10297,4123540.54,739483.84,3466801.89,1186726.06,2160868.32,773673.09,1.366819,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,62.330308698429825
Mar-2024,Pune,Mcknight-Allison,Inactive,East,10836,4432951.76,1218873.09,3334756.43,1295054.34,1978587.31,538445.89,2.607135,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,59.33228862534947
Oct-2023,Ahmedabad,"Kaufman, James and Flores",Active,South,11655,4249742.15,1139635.17,3165647.2,1525848.12,1576776.82,229576.7,1.8980110000000001,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,49.808987558689424
Nov-2023,Ahmedabad,"Kaufman, James and Flores",Active,South,9873,3625293.82,623817.56,3135240.84,1392413.29,1604566.99,93553.25,2.054882,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,51.17842844889709
Dec-2023,Ahmedabad,"Kaufman, James and Flores",Active,South,9299,4063389.62,1188616.71,2983337.96,1019648.1,1836339.18,524439.49,2.896946,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,61.55317314435271
Jan-2024,Ahmedabad,"Kaufman, James and Flores",Active,South,13080,3968791.38,1011339.67,3045343.42,1047276.16,1916858.07,593077.01,1.454605,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,25L-35L,62.94390502598883
Feb-2024,Ahmedabad,"Kaufman, James and Flores",Active,South,8070,3935587.34,1173424.41,2824575.33,1300592.16,1439849.71,-44169.37,2.75473,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,50.975794297544894
Mar-2024,Ahmedabad,"Kaufman, James and Flores",Active,South,10420,4996627.59,777937.24,4257886.4,1636822.47,2475298.28,1143457.37,1.906569,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,58.13443684171563
Oct-2023,Bangalore,Robinson-Daniels,Inactive,North,14533,4925320.83,1069344.87,3952513.28,1743531.05,2076975.82,586661.95,1.446855,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,35L-45L,52.54823128639811
Nov-2023,Bangalore,Robinson-Daniels,Inactive,North,10009,4374746.98,1006630.79,3457261.03,1633357.97,1708984.13,321285.06,2.096664,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,49.4317355609102
Dec-2023,Bangalore,Robinson-Daniels,Inactive,North,10860,3449957.55,955108.56,2553305.55,1031994.54,1470721.32,137595.35,2.314002,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,57.60067846169058
Jan-2024,Bangalore,Robinson-Daniels,Inactive,North,14660,5772794.23,884786.6,5001906.97,1964494.89,2953523.89,1503467.93,1.274125,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,Above 45L,59.047957263387495
Feb-2024,Bangalore,Robinson-Daniels,Inactive,North,12416,4124305.58,1194176.34,3017466.58,1198112.08,1710356.74,383124.61,2.079549,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,56.68187847833595
Mar-2024,Bangalore,Robinson-Daniels,Inactive,North,8828,4266020.03,932795.6,3452648.74,1167045.58,2139555.18,685033.49,2.453052,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,61.9685158010021
Oct-2023,Pune,Smith-Smith,Inactive,South,11530,3539400.78,579004.2,3054520.77,1033712.99,1943002.42,598230.54,2.878414,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,63.61071232787852
Nov-2023,Pune,Smith-Smith,Inactive,South,11691,4824325.57,1229408.87,3721133.13,1678083.37,1919756.5,601947.09,2.830387,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,51.59064276746261
Dec-2023,Pune,Smith-Smith,Inactive,South,11760,3887142.9,683624.49,3308856.05,1205895.18,1986383.63,610619.21,1.105346,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,60.032337459950845
Jan-2024,Pune,Smith-Smith,Inactive,South,11899,4657889.26,802524.6,3931434.66,1710222.93,2133062.6,793549.58,1.0614540000000001,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,54.25659547906616
Feb-2024,Pune,Smith-Smith,Inactive,South,9640,3267104.28,902321.71,2505262.05,891271.19,1478625.41,285029.49,2.770882,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,59.02078826444524
Mar-2024,Pune,Smith-Smith,Inactive,South,9550,3210029.53,767784.12,2551139.25,1121930.04,1303170.47,-14073.35,2.4922299999999997,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,51.08190272247977
Oct-2023,Ahmedabad,Smith-Mccann,Active,West,10436,4623214.46,1213166.02,3481349.83,1313662.87,2018984.65,809086.77,1.1034059999999999,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,57.99430532955087
Nov-2023,Ahmedabad,Smith-Mccann,Active,West,14445,6632660.55,996039.19,5749350.65,2501987.58,3136513.96,1765514.52,1.4012870000000002,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,54.554229702444744
Dec-2023,Ahmedabad,Smith-Mccann,Active,West,12125,5454621.02,963697.3,4598913.52,1962197.36,2550103.86,1200115.73,1.6354950000000001,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,Above 45L,55.450137275031864
Jan-2024,Ahmedabad,Smith-Mccann,Active,West,10152,4659668.37,1374606.36,3323826.59,982208.71,2264751.1,865120.14,2.7307490000000003,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,68.13686089441869
Feb-2024,Ahmedabad,Smith-Mccann,Active,West,13228,5278618.68,909522.81,4421868.08,2157849.02,2145301.69,863570.97,2.289158,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,48.51573251818946
Mar-2024,Ahmedabad,Smith-Mccann,Active,West,9449,3172393.94,616500.43,2602756.41,900177.56,1552990.22,289895.86,1.6423590000000001,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,59.667136503181254
Oct-2023,Hyderabad,Walter PLC,Inactive,East,10616,3338922.33,504094.37,2936915.58,1404519.89,1418153.29,121709.38,1.6225209999999999,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,48.28716561202621
Nov-2023,Hyderabad,Walter PLC,Inactive,East,9765,4277838.19,734990.05,3605635.35,1375662.17,2094922.52,756057.81,2.3634720000000002,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,35L-45L,58.10134183424843
Dec-2023,Hyderabad,Walter PLC,Inactive,East,10767,4366974.62,970000.78,3492897.75,1432236.13,1966529.2,666323.61,2.286548,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,56.30079494883582
Jan-2024,Hyderabad,Walter PLC,Inactive,East,11435,5478311.95,935452.6,4632727.68,2250722.87,2260610.54,784970.6,2.10698,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,Above 45L,48.796534053993874
Feb-2024,Hyderabad,Walter PLC,Inactive,East,9327,3811702.19,657894.98,3287135.05,975252.89,2249415.01,919836.38,1.5013239999999999,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,68.43086687296282
Mar-2024,Hyderabad,Walter PLC,Inactive,East,12163,4206741.28,731239.56,3545049.12,1260411.27,2222221.83,1004142.22,1.2177209999999998,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,35L-45L,62.68521971847883
Oct-2023,Ahmedabad,Ferguson-Henderson,Inactive,West,9431,3300133.88,956508.82,2468094.32,903476.33,1468517.01,195141.8,1.023666,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,15L-25L,59.50003604400338
Nov-2023,Ahmedabad,Ferguson-Henderson,Inactive,West,14005,6988074.31,1365188.65,5686058.55,2714257.03,2830378.38,1369851.26,2.3649009999999997,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,Above 45L,49.77751029313618
Dec-2023,Ahmedabad,Ferguson-Henderson,Inactive,West,10553,4488197.88,862240.23,3698205.73,1194853.04,2383097.88,1086395.41,2.944731,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,64.43929986555939
Jan-2024,Ahmedabad,Ferguson-Henderson,Inactive,West,14271,5943576.39,1428566.08,4606571.57,1745155.84,2734033.15,1495760.36,1.8029080000000002,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,59.35071470082467
Feb-2024,Ahmedabad,Ferguson-Henderson,Inactive,West,9044,3495879.43,880671.81,2683197.28,1219148.09,1409445.88,128760.22,1.6989490000000003,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,52.528596779138056
Mar-2024,Ahmedabad,Ferguson-Henderson,Inactive,West,9313,3848876.07,1027692.6,2911975.69,1084077.05,1754799.65,382818.02,2.704657,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,60.26148006750702
Oct-2023,Hyderabad,Garcia-Deleon,Active,West,13213,5000137.84,1292938.92,3805028.75,1824074.39,1904356.11,564499.5,1.459739,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,35L-45L,50.048402656615934
Nov-2023,Hyderabad,Garcia-Deleon,Active,West,14120,5686381.76,1417623.13,4364419.85,1587891.59,2652200.43,1339980.56,2.252512,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,60.76868223390562
Dec-2023,Hyderabad,Garcia-Deleon,Active,West,14536,6809482.52,1783831.39,5093028.89,2200219.84,2788037.48,1535409.75,1.474953,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,Above 45L,54.7422278611893
Jan-2024,Hyderabad,Garcia-Deleon,Active,West,10272,3124730.22,541798.52,2673229.58,938724.17,1606957.64,206748.31,1.673719,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,60.11296792548584
Feb-2024,Hyderabad,Garcia-Deleon,Active,West,9700,3675991.54,787494.26,2951597.64,921441.48,1943133.21,473540.0,1.259786,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,25L-35L,65.83326885977588
Mar-2024,Hyderabad,Garcia-Deleon,Active,West,8863,2762179.32,694020.27,2117202.94,653793.78,1324468.55,-234973.8,1.436426,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,15L-25L,62.55746792038745
Oct-2023,Bangalore,Jarvis-Smith,Active,South,14072,5231886.38,1207850.82,4068636.52,1711642.43,2233611.08,930017.53,1.592349,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,54.89827044073232
Nov-2023,Bangalore,Jarvis-Smith,Active,South,9063,3385088.41,865777.81,2573587.92,1046908.41,1476244.19,126866.18,2.793158,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,57.36132729438674
Dec-2023,Bangalore,Jarvis-Smith,Active,South,11376,4495740.52,856329.06,3756060.47,1693474.75,1961807.99,508560.5,1.277095,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,52.2304687496152
Jan-2024,Bangalore,Jarvis-Smith,Active,South,10243,4721066.91,1353423.84,3475376.91,1144161.52,2212775.15,882145.38,1.530589,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,63.67007686656927
Feb-2024,Bangalore,Jarvis-Smith,Active,South,14978,5633059.4,892711.45,4868312.49,1842354.64,2951979.88,1608610.16,1.759253,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,Above 45L,60.63661455717276
Mar-2024,Bangalore,Jarvis-Smith,Active,South,8811,3211558.6,725396.97,2596539.51,1190473.93,1275387.41,-172666.24,1.475316,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,49.11873688376882
Oct-2023,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,10646,3974994.24,1042704.58,3026897.36,1292535.41,1679065.31,313732.57,2.46348,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,55.471498049078214
Nov-2023,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,12293,3786392.9,952039.35,2899713.14,880867.0,1899857.94,414741.87,1.2548860000000002,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,65.5188236999195
Dec-2023,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,7315,3175596.3,583707.36,2719334.49,1004738.99,1602337.65,245481.17,1.198587,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,58.92388949915461
Jan-2024,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,11965,3938143.56,933278.35,3078869.95,986235.61,2020196.51,682475.61,1.669399,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,65.61486983235521
Feb-2024,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,11299,3660618.09,665289.15,3092957.56,983443.85,1982927.11,638874.14,2.343067,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,64.11103519959065
Mar-2024,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,7328,3212004.73,599536.18,2662118.15,821225.1,1708809.87,462138.55,1.485502,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,64.18985836522695
Oct-2023,Ahmedabad,Horton-Wells,Inactive,West,10422,4490999.29,1013217.27,3563376.16,1184302.37,2249413.74,889376.76,1.7276650000000002,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,63.1259131508586
Nov-2023,Ahmedabad,Horton-Wells,Inactive,West,13647,5209001.3,1562461.95,3713070.85,1674716.66,1895273.42,707918.53,2.341392,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,51.04328725642281
Dec-2023,Ahmedabad,Horton-Wells,Inactive,West,10102,3755969.29,622657.99,3220172.48,1342784.72,1763787.58,278554.62,2.464435,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,54.77307786941898
Jan-2024,Ahmedabad,Horton-Wells,Inactive,West,10985,5320094.5,1226210.24,4159985.56,1686859.27,2357714.54,1050931.6,1.341566,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,56.67602701967071
Feb-2024,Ahmedabad,Horton-Wells,Inactive,West,7159,3526217.72,831091.7,2764721.49,1005786.14,1695626.69,359974.7,1.658025,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,61.33083191681632
Mar-2024,Ahmedabad,Horton-Wells,Inactive,West,13324,4841422.32,1377269.59,3586696.76,1695824.12,1745961.43,243086.69,1.30617,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,48.678813594489654
Oct-2023,Bangalore,Serrano-Yang,Inactive,East,7504,3100939.58,586965.95,2660199.6,1015894.15,1575815.71,189219.76,1.810943,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,59.2367471222836
Nov-2023,Bangalore,Serrano-Yang,Inactive,East,12512,4290912.14,904201.73,3461452.63,1339693.01,2029126.13,638869.87,1.289984,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,25L-35L,58.62065285579251
Dec-2023,Bangalore,Serrano-Yang,Inactive,East,7814,2861493.58,735098.13,2222330.59,1042534.17,1068212.87,-362129.99,2.560407,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var 2%-3%,15L-25L,48.06723512724541
Jan-2024,Bangalore,Serrano-Yang,Inactive,East,9959,4462669.8,1181451.21,3363091.29,1320761.62,1929652.72,607137.53,1.120861,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,57.37735177566351
Feb-2024,Bangalore,Serrano-Yang,Inactive,East,13500,4475493.87,830081.47,3734072.36,1595406.77,2055257.7,658942.82,2.825971,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,55.040650042464634
Mar-2024,Bangalore,Serrano-Yang,Inactive,East,14785,6041603.79,1183920.29,4944218.85,2225032.44,2632803.68,1293397.23,1.059417,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,Above 45L,53.25014445911916
Oct-2023,Hyderabad,Thomas LLC,Inactive,South,13055,5241173.96,897695.03,4485125.86,1836559.86,2522649.75,1135038.39,1.43264,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,56.244792871877166
Nov-2023,Hyderabad,Thomas LLC,Inactive,South,9181,2975608.01,786794.56,2273615.33,1070106.68,1054441.16,-259658.99,2.704618,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,15L-25L,46.37728933680263
Dec-2023,Hyderabad,Thomas LLC,Inactive,South,10552,3260798.05,677706.11,2687477.4,1266569.73,1363159.86,-16465.65,2.723934,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,50.72265389096854
Jan-2024,Hyderabad,Thomas LLC,Inactive,South,8969,3488829.24,903120.0,2687612.84,1155072.19,1408141.26,21893.11,2.1810709999999998,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,52.39375400513416
